epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,9264.365234375,42.92753219604492,2069.482666015625,45.25361251831055
1,0.0010000000474974513,210.99459838867188,7.127280235290527,5094.078125,71.22160339355469
2,0.0010000000474974513,96.28421020507812,4.3470282554626465,5022.439453125,70.71688842773438
3,0.0005000000237487257,54.93233871459961,4.476746559143066,4092.7880859375,63.806190490722656
